Eastern Cape: Buffalo City(BUF) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Service charges - refuse revenue,,919961650,0,989811439,970811439,79584115,80007018,81976581,241567714,80512585,81501018,79187339,241200942,85304624,80529509,83685709,249519842,81299603,82351288,81630116,245281007,977569505,989911632,-12342127,-1.25,970811439
Service charges - other,,221664467,0,260842521,299468407,38069011,8791547,23841112,70701670,27083228,33788075,26919500,87790803,28745925,22311328,28482132,79539385,26853960,23085551,28198498,78138009,316169867,321805266,-5635399,-1.75,299468407
Rental of facilities and equipment,,317889838,0,358711291,358437831,38279611,23222275,28250762,89752648,32134037,26054867,31146343,89335247,25927637,34125960,29893883,89947480,32011145,30494166,25079400,87584711,356620086,358711288,-2091202,-0.58,358437831
Interest earned - external investments,,461053108,0,275762180,275762180,18086284,61587050,39572700,119246034,32793820,55616146,47220311,135630277,17479015,66348076,52633764,136460855,51606696,48815017,28022447,128444160,519781326,275762184,244019142,88.49,275762180
Interest earned - outstanding debtors,,192312341,0,208261912,197086132,15104828,14822011,18016642,47943481,15163551,18189278,17145685,50498514,18727332,18529308,21068810,58325450,18221957,14000601,9239440,41461998,198229443,208261909,-10032466,-4.82,197086132
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,729138879,0,175647643,916392626,17161628,16278800,16685546,50125974,18913588,19889170,20256832,59059590,431160036,272070619,120707236,823937891,119932851,106337969,121796741,348067561,1281191016,175647646,1105543370,629.41,916392626
Licences and permits,,44386032,0,40387921,40987922,3011768,4697724,3236323,10945815,2560461,3702434,4356611,10619506,3655160,3681423,4075594,11412177,2971538,3340324,3816943,10128805,43106303,40387923,2718380,6.73,40987922
Agency services,,150256171,0,150439046,153993083,11015469,12482255,13724359,37222083,15902724,13792670,16328076,46023470,12402411,13470336,13087281,38960028,12586826,14843454,17781071,45211351,167416932,150439044,16977888,11.29,153993083
Transfers recognised - operational,,2399032695,0,3498168516,3518128895,610926375,101852692,56382007,769161074,133279377,74121811,642098255,849499443,63086073,121035149,595694598,779815820,97158223,205832579,13619100,316609902,2715086239,3498168516,-783082277,-22.39,3518128895
Other own revenue,,2295351447,0,2403555509,2390416334,23604081,711579903,28571654,763755638,38749239,39261721,704739565,782750525,27274781,35522237,706437868,769234886,26706574,37077387,26276283,90060244,2405801293,2338329608,67471685,2.89,2390416334
Gains on disposal of PPE,,64905778,0,120500000,120500000,703478,1066595,142512,1912585,7645682,18420495,461714,26527891,347222,11368037,178000,11893259,9560709,7590776,12466287,29617772,69951507,120500004,-50548497,-41.95,120500000
Total Revenue (excl. capital transfers and contributions),,26104779478,0,28436210391,29120624607,2402187795,2771258548,1945429769,7118876112,1999066824,2034654753,3236909198,7270630775,2466377890,2423134885,3261744877,8151257652,2163119417,2252582771,1906734658,6322436846,28863201385,28370984487,492216898,1.7349306233117887,29120624607
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,8486863933,0,8723324821,8588968343,596283154,722226198,710114067,2028623419,661269796,1006969823,681452667,2349692286,549970368,716668451,745040362,2011679181,700617550,658530316,636944536,1996092402,8386087288,8940482665,-554395377,-6.2,8588968343
Remuneration of councillors,,119708835,0,133618707,133618707,9995613,10044204,10126502,30166319,10090899,10270397,10291104,30652400,9902595,10136587,10191047,30230229,10275200,16260115,10827955,37363270,128412218,133618704,-5206486,-3.9,133618707
Debt impairment,,1295525791,0,950533460,1691333715,81003731,79731984,76952456,237688171,79229390,81865161,76593620,237688171,79229390,79226215,81960720,240416325,79917106,74285173,81689956,235892235,951684902,950533464,1151438,0.12,1691333715
Depreciation and asset impairment,,1784969592,0,2154334690,2014840666,156471734,162651098,156512847,475635679,156617106,157421165,156621105,470659376,156750340,157287067,157436067,471473474,157820118,166579762,160883923,485283803,1903052332,2154334686,-251282354,-11.66,2014840666
Finance charges,,807283370,0,919232014,912241014,62155080,62165927,62279977,186600984,62168715,62165095,63884023,188217833,62155504,62175532,62158675,186489711,62190342,62205146,62156774,186552262,747860790,919232017,-171371227,-18.64,912241014
Bulk purchases,,6591231632,0,7050011459,7086261459,43693554,888587611,839698182,1771979347,519306555,515654498,490045968,1525007021,476211349,488112623,509386750,1473710722,510727090,466666677,541809321,1519203088,6289900178,7050011460,-760111282,-10.78,7086261459
Other Materials,,299153404,0,387117240,353235481,23960011,31426179,27971347,83357537,31110121,29302783,20970913,81383817,20424456,29164909,30283775,79873140,22669610,23017057,36218182,81904849,326519343,387117240,-60597897,-15.65,353235481
Contracted services,,3312528781,0,4205198334,4025535195,58863414,214931668,270812582,544607664,281449711,270434943,314653383,866538037,218262750,264528484,294631752,777422986,254435037,344199684,574453524,1173088245,3361656932,4205198334,-843541402,-20.06,4025535195
Transfers and grants,,115020510,0,125354154,139808821,31017032,-1690588,24482259,53808703,8718532,6988840,15880450,31587822,3431393,8171360,20436466,32039219,4623450,5957584,4617960,15198994,132634738,125354155,7280583,5.81,139808821
Other expenditure,,3565940491,0,3789486264,4166846835,231378388,320164661,298817256,850360305,279975111,293288553,283643348,856907012,265408676,297686444,302653881,865749001,341416271,321281415,461675849,1124373535,3697389853,3789486266,-92096413,-2.43,4166846835
Loss on disposal of PPE,,1943561,0,0,0,0,0,0,0,0,0,0,0,0,873892,0,873892,0,0,954936,954936,1828828,,1828828,0,0
Total Expenditure,,26380169900,0,28438211143,29112690236,1294821711,2490238942,2477767475,6262828128,2089935936,2434361258,2114036581,6638333775,1841746821,2114031564,2214179495,6169957880,2144691774,2138982929,2572232916,6855907619,25927027402,28655368991,-2728341589,-9.521223020568712,29112690236
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-275390422,0,-2000752,7934371,1107366084,281019606,-532337706,856047984,-90869112,-399706505,1122872617,632297000,624631069,309103321,1047565382,1981299772,18427643,113599842,-665498258,-533470773,2936173983,-284384504,3220558487,-1132.4662355723854,7934371
Transfers recognised - capital,,2052757943,0,2817627456,3128657873,12763465,110143704,187851915,310759084,219227675,261528450,226249332,707005457,27184511,94487481,108957029,230629021,160918043,139764393,0,300682436,1549075998,2817627456,-1268551458,-45.02,3128657873
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65225900,-65225900,-100,0
Contributed assets,,-33386521,0,0,0,0,0,0,0,0,0,-1500000,-1500000,0,-3418000,-25000,-3443000,0,0,0,0,-4943000,,-4943000,0,0
Surplus/(Deficit) after capital transfers and contributions,,1743981000,0,2815626704,3136592244,1120129549,391163310,-344485791,1166807068,128358563,-138178055,1347621949,1337802457,651815580,400172802,1156497411,2208485793,179345686,253364235,-665498258,-232788337,4480306981,2598468852,1881838129,72.42103854935877,3136592244
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,1743981000,0,2815626704,3136592244,1120129549,391163310,-344485791,1166807068,128358563,-138178055,1347621949,1337802457,651815580,400172802,1156497411,2208485793,179345686,253364235,-665498258,-232788337,4480306981,2598468852,1881838129,72.42103854935877,3136592244
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,1743981000,0,2815626704,3136592244,1120129549,391163310,-344485791,1166807068,128358563,-138178055,1347621949,1337802457,651815580,400172802,1156497411,2208485793,179345686,253364235,-665498258,-232788337,4480306981,2598468852,1881838129,72.42103854935877,3136592244
Share of surplus/ (deficit) of associate,,1,0,0,-1,-1,-1,-1,-3,-1,-1,-1,-3,-1,-1,-1,-3,-1,-1,-1,-3,-12,,-12,0,-1
Surplus/(Deficit) for the year,,1743981001,0,2815626704,3136592243,1120129548,391163309,-344485792,1166807065,128358562,-138178056,1347621948,1337802454,651815579,400172801,1156497410,2208485790,179345685,253364234,-665498259,-232788340,4480306969,2598468852,1881838117,72.42103808754834,3136592243Eastern Cape: Camdeboo(EC101) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Revenue By Source,,,,,,,,,,,,,,,,,,,,,,,,,,
Property rates,,17170937,0,21842161,21842161,21729930,-291650,-452936,20985344,-37597,0,-1,-37598,0,0,0,0,0,0,-7823,-7823,20939923,21842161,-902238,-4.13,21842161
Property rates - penalties and collection charges,,0,0,1815383,1815383,157164,158037,159809,475010,237976,218138,208116,664230,211073,210720,211237,633030,205524,205922,205809,617255,2389525,1815383,574142,31.63,1815383
Service charges - electricity revenue,,69727650,0,79187534,79263054,6925312,6717249,5763891,19406452,6454061,6004505,5762332,18220898,6595640,6462861,6381281,19439782,5993253,8645664,6350351,20989268,78056400,78577789,-521389,-0.66,79263054
Service charges - water revenue,,14977010,0,22409533,22409533,1529845,1570419,1458367,4558631,1605675,1350951,1389349,4345975,1881133,1894192,1698543,5473868,1348745,1955905,1135266,4439916,18818390,22409533,-3591143,-16.03,22409533
Service charges - sanitation revenue,,6487175,0,9878571,9878571,4949783,552728,531918,6034429,518517,520013,516827,1555357,513798,520483,516327,1550608,518367,535254,514253,1567874,10708268,9878571,829697,8.4,9878571
Service charges - refuse revenue,,3442660,0,5545263,5545263,2369658,317900,329659,3017217,321749,328805,323367,973921,323632,325185,324469,973286,324445,323291,324835,972571,5936995,5545263,391732,7.06,5545263
Service charges - other,,964761,0,715760,715760,66967,146171,43019,256157,111739,63068,64761,239568,82551,68662,80258,231471,82051,90748,62095,234894,962090,1325505,-363415,-27.42,715760
Rental of facilities and equipment,,619080,0,757179,757179,156010,48261,39791,244062,30966,53058,33636,117660,17231,51860,33667,102758,34298,47932,33894,116124,580604,757179,-176575,-23.32,757179
Interest earned - external investments,,2578140,0,2839800,2839800,156641,238181,220450,615272,195602,181941,189421,566964,178873,183289,172986,535148,170702,25842,16327,212871,1930255,2839800,-909545,-32.03,2839800
Interest earned - outstanding debtors,,3928358,0,2341710,2341710,200432,124186,214965,539583,190617,212175,171671,574463,196991,220680,227717,645388,182702,147658,179484,509844,2269278,2341710,-72432,-3.09,2341710
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,438392,0,223975,223975,5912,10224,8898,25034,6337,7700,8550,22587,11375,3985,2723,18083,4531,6237,5421,16189,81893,223975,-142082,-63.44,223975
Licences and permits,,2099075,0,2507685,2507685,366128,148793,184345,699266,101226,120145,179636,401007,93392,155815,255230,504437,322222,-60907,-53127,208188,1812898,2507685,-694787,-27.71,2507685
Agency services,,0,0,51837,51837,0,25036,0,25036,36005,0,0,36005,35556,0,0,35556,0,14783,11348,26131,122728,51837,70891,136.76,51837
Transfers recognised - operational,,65831322,0,75848558,82914008,26596000,1334000,300591,28230591,500000,2979343,13921698,17401041,0,17707,20349000,20366707,39484,0,-634552,-595068,65403271,75848558,-10445287,-13.77,82914008
Other own revenue,,2111131,0,947842,947843,-331957,29033,25343,-277581,72520,48415,278164,399099,30195,488764,19448,538407,39335,62397,267362,369094,1029019,947842,81177,8.56,947843
Gains on disposal of PPE,,5535480,0,350000,350000,0,0,0,0,0,0,0,0,0,0,199500,199500,0,775600,-140000,635600,835100,350000,485100,138.6,350000
Total Revenue (excl. capital transfers and contributions),,195911171,0,227262791,234403762,64877825,11128568,8828110,84834503,10345393,12088257,23047527,45481177,10171440,10604203,30472386,51248029,9265659,12776326,8270943,30312928,211876637,227262791,-15386154,-6.770203750599895,234403762
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,55362332,0,73263396,75491720,4610691,5026989,4845815,14483495,4984927,7253942,6525212,18764081,5711531,5391700,5182483,16285714,5825062,5429822,5413520,16668404,66201694,69533768,-3332074,-4.79,75491720
Remuneration of councillors,,3504936,0,3997934,4197934,292228,292228,292228,876684,369048,311433,311433,991914,311315,311315,311315,933945,602103,340488,340488,1283079,4085622,3997934,87688,2.19,4197934
Debt impairment,,8433204,0,3309053,3309053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3201504,3201504,3201504,3309053,-107549,-3.25,3309053
Depreciation and asset impairment,,39782023,0,42271005,53175936,0,0,0,0,0,0,0,0,0,0,28145774,28145774,0,0,0,0,28145774,42271005,-14125231,-33.42,53175936
Finance charges,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Bulk purchases,,43697064,0,49129106,49129106,5271031,5860225,4918874,16050130,3325817,3476751,3808673,10611241,3394571,3561859,3230812,10187242,3372665,3260239,4172712,10805616,47654229,49129106,-1474877,-3,49129106
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,1712391,0,2000760,2717083,123540,210937,175880,510357,262859,325430,365016,953305,245328,476873,259492,981693,282826,281003,622808,1186637,3631992,2000760,1631232,81.53,2717083
Transfers and grants,,18000,0,5544,0,6500,1500,1500,9500,1500,1500,1500,4500,1500,1500,1500,4500,1500,1500,1500,4500,23000,,23000,0,0
Other expenditure,,46338357,0,49057119,52313376,6171181,4226493,4971685,15369359,5116370,5155329,4702137,14973836,3559375,4943934,4758942,13262251,5597368,7510550,7154911,20262829,63868275,48057119,15811156,32.9,52313376
Loss on disposal of PPE,,146345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,198994652,0,223033917,240334208,16475171,15618372,15205982,47299525,14060521,16524385,15713971,46298877,13223620,14687181,41890318,69801119,15681524,16823602,20907443,53412569,216812090,218298745,-1486655,-0.6810185738814027,240334208
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-3083481,0,4228874,-5930446,48402654,-4489804,-6377872,37534978,-3715128,-4436128,7333556,-817700,-3052180,-4082978,-11417932,-18553090,-6415865,-4047276,-12636500,-23099641,-4935453,8964046,-13899499,-155.0583185316095,-5930446
Transfers recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5544,5544,-100,0
Contributed assets,,0,0,0,5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5544
Surplus/(Deficit) after capital transfers and contributions,,-3083481,0,4228874,-5924902,48402654,-4489804,-6377872,37534978,-3715128,-4436128,7333556,-817700,-3052180,-4082978,-11417932,-18553090,-6415865,-4047276,-12636500,-23099641,-4935453,8958502,-13893955,-155.09239156278582,-5924902
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-3083481,0,4228874,-5924902,48402654,-4489804,-6377872,37534978,-3715128,-4436128,7333556,-817700,-3052180,-4082978,-11417932,-18553090,-6415865,-4047276,-12636500,-23099641,-4935453,8958502,-13893955,-155.09239156278582,-5924902
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-3083481,0,4228874,-5924902,48402654,-4489804,-6377872,37534978,-3715128,-4436128,7333556,-817700,-3052180,-4082978,-11417932,-18553090,-6415865,-4047276,-12636500,-23099641,-4935453,8958502,-13893955,-155.09239156278582,-5924902
