Mpumalanga: Mbombela(MP322) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Other expenditure,,336602196,0,174186808,166501448,8085395,19431318,16031733,43548446,13328911,9454233,52898488,75681632,-18431771,11948818,27417976,20935023,13802434,9289007,19102524,42193965,182359066,174186806,8172260,4.69,166501448
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,1847700171,0,1918453514,1973491513,53545115,135226744,208149521,396921380,161758398,193047698,289113178,643919274,56076129,143973548,203076005,403125682,171005295,145011033,171388638,487404966,1931371302,1918453510,12917792,0.673344020726361,1973491513
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-310029557,0,-190302242,-227050294,228742536,-37292608,-93237803,98212125,-48721237,-85226006,-51291862,-185239105,79252919,-6502240,-82426089,-9675410,50517253,-35986477,-67277248,-52746472,-149448862,-190302240,40853378,-21.467628547094346,-227050294
Transfers recognised - capital,,170643341,0,511234000,615304103,27955,-27955,24643766,24643766,25657567,27532705,51821577,105011849,2000853,53067865,32362281,87430999,30257595,37317276,14357743,81932614,299019228,511234000,-212214772,-41.51,615304103
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-139386216,0,320931758,388253809,228770491,-37320563,-68594037,122855891,-23063670,-57693301,529715,-80227256,81253772,46565625,-50063808,77755589,80774848,1330799,-52919505,29186142,149570366,320931760,-171361394,-53.394962841944974,388253809
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-139386216,0,320931758,388253809,228770491,-37320563,-68594037,122855891,-23063670,-57693301,529715,-80227256,81253772,46565625,-50063808,77755589,80774848,1330799,-52919505,29186142,149570366,320931760,-171361394,-53.394962841944974,388253809
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-139386216,0,320931758,388253809,228770491,-37320563,-68594037,122855891,-23063670,-57693301,529715,-80227256,81253772,46565625,-50063808,77755589,80774848,1330799,-52919505,29186142,149570366,320931760,-171361394,-53.394962841944974,388253809
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-139386216,0,320931758,388253809,228770491,-37320563,-68594037,122855891,-23063670,-57693301,529715,-80227256,81253772,46565625,-50063808,77755589,80774848,1330799,-52919505,29186142,149570366,320931760,-171361394,-53.394962841944974,388253809
