Eastern Cape: Senqu(EC142) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,34000,0,63600,63600,450,2400,5600,8450,5860,14650,10750,31260,19550,950,7650,28150,3700,5950,3830,13480,81340,63600,17740,27.89,63600
Licences and permits,,1548437,0,1208400,1208400,86793,68643,74685,230121,86982,85580,62517,235079,68046,61899,73536,203481,72030,126018,94923,292971,961652,1208400,-246748,-20.42,1208400
Agency services,,1956462,0,2228160,2228160,77948,80271,76140,234359,92500,80122,69428,242050,87487,80357,85600,253444,63262,31991,91595,186848,916701,2228160,-1311459,-58.86,2228160
Transfers recognised - operational,,111526895,0,119987509,122266207,45514000,934000,0,46448000,0,38364000,3692800,42056800,0,593000,31838900,32431900,1791900,0,1791900,3583800,124520500,119987510,4532990,3.78,122266207
Other own revenue,,1824158,0,386520,2132020,52011,723134,65606,840751,31556,-619849,18792,-569501,36674,34513,86698,157885,72960,28016,52141,153117,582252,386520,195732,50.64,2132020
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,158360741,0,158751472,165405879,55230781,6173961,4410959,65815701,3715897,41995942,7582898,53294737,3790470,3914519,35679294,43384283,4683035,5007386,5707069,15397490,177892211,158751466,19140745,12.05705086213188,165405879
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,48400115,0,55967165,61773917,3624608,3672137,3704555,11001300,3825661,6449081,4103438,14378180,3858062,3858552,3787635,11504249,4176610,3891027,3857157,11924794,48808523,55967164,-7158641,-12.79,61773917
Remuneration of councillors,,9580309,0,10630123,10760323,817093,817093,819712,2453898,819788,817254,809459,2446501,817254,828430,817327,2463011,1515797,894932,867904,3278633,10642043,10630128,11915,0.11,10760323
Debt impairment,,5092904,0,4568606,4568606,0,0,0,0,0,0,2512734,2512734,0,0,0,0,0,0,2147245,2147245,4659979,4568604,91375,2,4568606
Depreciation and asset impairment,,11766315,0,17105117,27902090,0,0,0,0,0,0,9400916,9400916,0,0,0,0,0,0,18809682,18809682,28210598,17105124,11105474,64.92,27902090
Finance charges,,1280551,0,1639149,1639149,0,0,973684,973684,0,0,0,0,0,0,972813,972813,0,0,0,0,1946497,1639149,307348,18.75,1639149
Bulk purchases,,19424456,0,28544741,28544741,2578632,2817273,2401973,7797878,1374149,1352882,1280913,4007944,1280236,1284355,1210456,3775047,1321147,1366903,1839870,4527920,20108789,28544736,-8435947,-29.55,28544741
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers and grants,,110773,0,150000,483000,0,5000,3987,8987,68500,38284,0,106784,4817,0,25000,29817,333000,0,1000,334000,479588,150000,329588,219.73,483000
Other expenditure,,40428342,0,70975339,53382609,3461171,3131231,4140279,10732681,3821344,3349209,3849081,11019634,2621123,4248945,3779420,10649488,3596278,5857745,6423507,15877530,48279333,70975337,-22696004,-31.98,53382609
Loss on disposal of PPE,,1925705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,138009470,0,189580240,189054435,10481504,10442734,12044190,32968428,9909442,12006710,21956541,43872693,8581492,10220282,10592651,29394425,10942832,12010607,33946365,56899804,163135350,189580242,-26444892,-13.949181476411452,189054435
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,20351271,0,-30828768,-23648556,44749277,-4268773,-7633231,32847273,-6193545,29989232,-14373643,9422044,-4791022,-6305763,25086643,13989858,-6259797,-7003221,-28239296,-41502314,14756861,-30828776,45585637,-147.867164755422,-23648556
Transfers recognised - capital,,35686172,0,44614393,36513171,0,0,0,0,0,2467071,24000000,26467071,0,0,10643489,10643489,10046100,0,0,10046100,47156660,44614393,2542267,5.7,36513171
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,56037443,0,13785625,12864615,44749277,-4268773,-7633231,32847273,-6193545,32456303,9626357,35889115,-4791022,-6305763,35730132,24633347,3786303,-7003221,-28239296,-31456214,61913521,13785617,48127904,349.1167932490798,12864615
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,56037443,0,13785625,12864615,44749277,-4268773,-7633231,32847273,-6193545,32456303,9626357,35889115,-4791022,-6305763,35730132,24633347,3786303,-7003221,-28239296,-31456214,61913521,13785617,48127904,349.1167932490798,12864615
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,56037443,0,13785625,12864615,44749277,-4268773,-7633231,32847273,-6193545,32456303,9626357,35889115,-4791022,-6305763,35730132,24633347,3786303,-7003221,-28239296,-31456214,61913521,13785617,48127904,349.1167932490798,12864615
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,56037443,0,13785625,12864615,44749277,-4268773,-7633231,32847273,-6193545,32456303,9626357,35889115,-4791022,-6305763,35730132,24633347,3786303,-7003221,-28239296,-31456214,61913521,13785617,48127904,349.1167932490798,12864615
