Eastern Cape: Intsika Yethu(EC135) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Gains on disposal of PPE,,0,0,0,0,177996,91316,131488,400800,178709,84439,98575,361723,98575,89006,0,187581,0,1697,0,1697,951801,,951801,0,0
Total Revenue (excl. capital transfers and contributions),,207868818,0,147572000,147572000,47075919,2283080,2939427,52298426,1375652,37912540,1458048,40746240,1458048,2484074,0,3942122,0,702845,5706964,6409809,103396597,140573065,-37176468,-26.446366521210873,147572000
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,91743691,0,67709030,67709030,6379812,6556400,6881085,19817297,6758494,6445899,6444036,19648429,6444036,6618188,0,13062224,0,6636119,7415330,14051449,66579399,64052553,2526846,3.94,67709030
Remuneration of councillors,,9607784,0,0,0,1073466,1154559,1071436,3299461,1079166,1052645,1068465,3200276,1068465,1042999,0,2111464,0,1109571,1115719,2225290,10836491,13621628,-2785137,-20.45,0
Debt impairment,,1502386,0,581000,581000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,-1700000,-100,581000
Depreciation and asset impairment,,32856520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,-35000000,-100,0
Finance charges,,0,0,0,0,39,143069,108,143216,303,2771,1874,4948,1874,0,0,1874,0,0,0,0,150038,190154,-40116,-21.1,0
Bulk purchases,,184178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other Materials,,6480569,0,1023000,1023000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6442373,-6442373,-100,1023000
Contracted services,,0,0,2167345,2167345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6230595,-6230595,-100,2167345
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,56585285,0,102866943,102866943,7617377,3329634,6992355,17939366,4855880,4540900,4794247,14191027,4794247,-1158664,0,3635583,0,1135805,8997126,10132931,45898907,50035364,-4136457,-8.27,102866943
Loss on disposal of PPE,,548391,0,3926574,3926574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3926574
Total Expenditure,,199508804,0,178273892,178273892,15070694,11183662,14944984,41199340,12693843,12042215,12308622,37044680,12308622,6502523,0,18811145,0,8881495,17528175,26409670,123464835,177272667,-53807832,-30.35314632006975,178273892
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,8360014,0,-30701892,-30701892,32005225,-8900582,-12005557,11099086,-11318191,25870325,-10850574,3701560,-10850574,-4018449,0,-14869023,0,-8178650,-11821211,-19999861,-20068238,-36699602,16631364,-45.31755957462427,-30701892
Transfers recognised - capital,,0,0,38856000,38856000,0,2506493,1025620,3532113,4545888,2242224,1477376,8265488,1477376,6361355,0,7838731,0,0,0,0,19636332,44856000,-25219668,-56.22,38856000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,8360014,0,8154108,8154108,32005225,-6394089,-10979937,14631199,-6772303,28112549,-9373198,11967048,-9373198,2342906,0,-7030292,0,-8178650,-11821211,-19999861,-431906,8156398,-8588304,-105.29530314729614,8154108
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,8360014,0,8154108,8154108,32005225,-6394089,-10979937,14631199,-6772303,28112549,-9373198,11967048,-9373198,2342906,0,-7030292,0,-8178650,-11821211,-19999861,-431906,8156398,-8588304,-105.29530314729614,8154108
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,8360014,0,8154108,8154108,32005225,-6394089,-10979937,14631199,-6772303,28112549,-9373198,11967048,-9373198,2342906,0,-7030292,0,-8178650,-11821211,-19999861,-431906,8156398,-8588304,-105.29530314729614,8154108
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,8360014,0,8154108,8154108,32005225,-6394089,-10979937,14631199,-6772303,28112549,-9373198,11967048,-9373198,2342906,0,-7030292,0,-8178650,-11821211,-19999861,-431906,8156398,-8588304,-105.29530314729614,8154108
