Kwazulu-Natal: KwaDukuza(KZN292) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,4283230,0,3339000,4539000,445481,490615,426445,1362541,430052,418075,431179,1279306,491075,489993,586136,1567204,439250,508015,517010,1464275,5673326,3339000,2334326,69.91,4539000
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,25973087,0,4978810,29987810,423958,365610,1998723,2788291,1949618,1964415,-5224643,-1310610,192472,158664,273087,624223,154685,439061,158457,752203,2854107,4978812,-2124705,-42.67,29987810
Licences and permits,,8767666,0,267758,170080,15620,4723,25270,45613,29820,34450,117,64387,8182,6260,12284,26726,4072,1200,5897,11169,147895,267756,-119861,-44.77,170080
Agency services,,0,0,9156900,9156900,630868,736364,744920,2112152,653725,641345,754244,2049314,741003,719041,722317,2182361,648542,705050,845133,2198725,8542552,9156900,-614348,-6.71,9156900
Transfers recognised - operational,,100142104,0,119095800,139670550,34705000,56646,3319404,38081050,0,21959303,20560434,42519737,0,4850685,34134390,38985075,3196350,5672701,0,8869051,128454913,119095800,9359113,7.86,139670550
Other own revenue,,47268634,0,47090185,35992013,270992,6748207,872391,7891590,1623216,700546,4606278,6930040,1041024,4162620,5256796,10460440,13633724,1593106,8215591,23442421,48724491,47090184,1634307,3.47,35992013
Gains on disposal of PPE,,84105,0,0,90000,28000,0,0,28000,0,22000,0,22000,0,0,0,0,0,0,3500,3500,53500,,53500,0,90000
Total Revenue (excl. capital transfers and contributions),,1051410287,0,1139563134,1175746983,89246066,92254764,85366731,266867561,86356084,101855566,100845355,289057005,87503384,86233648,129295188,303032220,94343149,82576993,98932466,275852608,1134809394,1139563133,-4753739,-0.4171545096834929,1175746983
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,227441279,0,283977128,272769512,19796536,19029657,20173381,58999574,19895873,20606979,22140122,62642974,23589297,19863997,19866453,63319747,20495644,21475071,20080253,62050968,247013263,283977120,-36963857,-13.02,272769512
Remuneration of councillors,,16607754,0,18509936,18109936,1387697,1385933,1388333,4161963,1388333,1393733,1388333,4170399,1397933,1388333,1397333,4183599,2139135,1486748,1470195,5096078,17612039,18509940,-897901,-4.85,18109936
Debt impairment,,22694011,0,11085955,4997184,0,0,0,0,0,0,3738946,3738946,0,262023,91727,353750,122022,72174,2409683,2603879,6696575,11085956,-4389381,-39.59,4997184
Depreciation and asset impairment,,49451985,0,69900175,61297823,0,0,11016738,11016738,0,0,10987380,10987380,0,0,17002062,17002062,0,0,18613776,18613776,57619956,69900180,-12280224,-17.57,61297823
Finance charges,,11601148,0,20016137,20591930,0,43859,1451095,1494954,16704,121256,7220141,7358101,10956,76989,1403741,1491686,4905,124965,9055382,9185252,19529993,20016132,-486139,-2.43,20591930
Bulk purchases,,398246744,0,431482820,438165941,51784592,48669778,30786736,131241106,32061757,30654055,32497755,95213567,33077074,29712611,33031236,95820921,29744147,29544205,46297077,105585429,427861023,431482824,-3621801,-0.84,438165941
Other Materials,,37311648,0,28922087,47235417,354673,1440709,2989460,4784842,5835787,3953514,4829865,14619166,2023092,2743971,5512568,10279631,4658011,4547611,8463273,17668895,47352534,28922088,18430446,63.72,47235417
Contracted services,,26240608,0,33388226,30078450,1336304,2915077,4364990,8616371,3761054,4338434,-3076383,5023105,84111,869457,2410340,3363908,1874345,2044109,4066220,7984674,24988058,33388224,-8400166,-25.16,30078450
Transfers and grants,,32898861,0,67436079,26851766,1224634,2794237,-644865,3374006,-3374006,0,9756737,6382731,0,0,0,0,0,3820828,7173977,10994805,20751542,67436076,-46684534,-69.23,26851766
Other expenditure,,128839766,0,174428329,255223791,5876573,10190195,22165183,38231951,16975925,13611399,10589937,41177261,11744359,15832092,13836249,41412700,11721476,13615909,23499964,48837349,169659261,174428331,-4769070,-2.73,255223791
Loss on disposal of PPE,,0,0,400000,400000,0,0,0,0,0,0,7263,7263,0,0,0,0,0,0,-7263,-7263,0,399996,-399996,-100,400000
Total Expenditure,,951333804,0,1139546872,1175721750,81761009,86469445,93691051,261921505,76561427,74679370,100080096,251320893,71926822,70749473,94551709,237228004,70759685,76731620,141122537,288613842,1039084244,1139546867,-100462623,-8.816015023978824,1175721750
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,100076483,0,16262,25233,7485057,5785319,-8324320,4946056,9794657,27176196,765259,37736112,15576562,15484175,34743479,65804216,23583464,5845373,-42190071,-12761234,95725150,16266,95708884,588398.4015738349,25233
Transfers recognised - capital,,41509181,0,41489950,89581085,0,242044,9745150,9987194,0,4489155,12965201,17454356,0,0,15391358,15391358,0,7999988,18367963,26367951,69200859,41489952,27710907,66.79,89581085
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,5024977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,146610641,0,41506212,89606318,7485057,6027363,1420830,14933250,9794657,31665351,13730460,55190468,15576562,15484175,50134837,81195574,23583464,13845361,-23822108,13606717,164926009,41506218,123419791,297.35253402273366,89606318
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,146610641,0,41506212,89606318,7485057,6027363,1420830,14933250,9794657,31665351,13730460,55190468,15576562,15484175,50134837,81195574,23583464,13845361,-23822108,13606717,164926009,41506218,123419791,297.35253402273366,89606318
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,146610641,0,41506212,89606318,7485057,6027363,1420830,14933250,9794657,31665351,13730460,55190468,15576562,15484175,50134837,81195574,23583464,13845361,-23822108,13606717,164926009,41506218,123419791,297.35253402273366,89606318
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,146610641,0,41506212,89606318,7485057,6027363,1420830,14933250,9794657,31665351,13730460,55190468,15576562,15484175,50134837,81195574,23583464,13845361,-23822108,13606717,164926009,41506218,123419791,297.35253402273366,89606318
