Western Cape: Prince Albert(WC052) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Debt impairment,,13300201,0,2100000,2120000,175000,175000,175000,525000,175000,175789,175000,525789,175000,175000,175000,525000,191124,175000,175000,541124,2116913,2100000,16913,0.81,2120000
Depreciation and asset impairment,,4196463,0,1705000,1705000,142083,142083,142083,426249,142083,142083,142083,426249,142083,142083,142083,426249,142083,142083,142083,426249,1704996,1704996,0,0,1705000
Finance charges,,396691,0,337400,337400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337404,-337404,-100,337400
Bulk purchases,,7630228,0,9000000,7100000,592571,1167513,0,1760084,-592571,1350786,1365928,2124143,1086103,460710,0,1546813,0,1535449,623754,2159203,7590243,9000000,-1409757,-15.66,7100000
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,19178647,0,23629199,44786851,1041347,1993422,2415011,5449780,2200705,1920274,1228565,5349544,3007233,780164,1648503,5435900,1081667,3473736,1962895,6518298,22753522,23629200,-875678,-3.71,44786851
Loss on disposal of PPE,,25504,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4500
Total Expenditure,,57924483,0,52365358,71028225,3059431,4600712,3819577,11479720,3275165,5104407,3972507,12352079,5330574,2653889,3057255,11041718,2637126,6477986,4261646,13376758,48250275,52365360,-4115085,-7.858410598151144,71028225
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-4154641,0,2289,-15727234,5476278,-2271035,-1272907,1932336,419884,-1862300,15568039,14125623,-6948397,-7179085,2785456,-11342026,-430738,-2598634,-805450,-3834822,881111,2292,878819,38342.88830715532,-15727234
Transfers recognised - capital,,20245206,0,17008050,51017895,0,0,6358410,6358410,1294400,17737939,17324386,36356725,244788,-4235428,2059072,-1931568,1481395,1815601,-47605,3249391,44032958,17008056,27024902,158.89,51017895
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,16090565,0,17010339,35290661,5476278,-2271035,5085503,8290746,1714284,15875639,32892425,50482348,-6703609,-11414513,4844528,-13273594,1050657,-783033,-853055,-585431,44914069,17010348,27903721,164.03968337390864,35290661
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,16090565,0,17010339,35290661,5476278,-2271035,5085503,8290746,1714284,15875639,32892425,50482348,-6703609,-11414513,4844528,-13273594,1050657,-783033,-853055,-585431,44914069,17010348,27903721,164.03968337390864,35290661
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,16090565,0,17010339,35290661,5476278,-2271035,5085503,8290746,1714284,15875639,32892425,50482348,-6703609,-11414513,4844528,-13273594,1050657,-783033,-853055,-585431,44914069,17010348,27903721,164.03968337390864,35290661
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,16090565,0,17010339,35290661,5476278,-2271035,5085503,8290746,1714284,15875639,32892425,50482348,-6703609,-11414513,4844528,-13273594,1050657,-783033,-853055,-585431,44914069,17010348,27903721,164.03968337390864,35290661
