Kwazulu-Natal: Abaqulusi(KZN263) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Transfers and grants,,33797585,0,12725570,34384000,878557,1178989,1135528,3193074,1239513,1455753,1033111,3728377,-2537047,12323068,871302,10657323,1018293,5385495,5317648,11721436,29300210,12725570,16574640,130.25,34384000
Other expenditure,,60886992,0,83915750,77425270,5804989,-3051018,11016581,13770552,4963703,5548149,6331472,16843324,3288561,5210510,5792314,14291385,3979010,3435003,11347196,18761209,63666470,83915240,-20248770,-24.13,77425270
Loss on disposal of PPE,,293804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325047,1325047,1325047,,1325047,0,0
Total Expenditure,,464021652,0,450334370,465136980,20074699,32624728,43755745,96455172,33954567,37583733,34261877,105800177,22951296,43165228,43725399,109841923,28751063,34668062,47491300,110910425,423007697,450334241,-27326544,-6.0680582358826225,465136980
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-7709260,0,-30324460,-31581280,41935679,-8081186,-9114279,24740214,-9382136,-10654916,21585024,1547972,4160552,-6914022,6052769,3299299,-6342116,-5024043,-27925854,-39292013,-9704528,-30324799,20620271,-67.99804674715239,-31581280
Transfers recognised - capital,,29906643,0,49182000,43158000,0,0,0,0,0,0,0,0,0,12030837,0,12030837,0,2660930,8767301,11428231,23459068,49182000,-25722932,-52.3,43158000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,-750000,-100,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,22197383,0,18857540,11576720,41935679,-8081186,-9114279,24740214,-9382136,-10654916,21585024,1547972,4160552,5116815,6052769,15330136,-6342116,-2363113,-19158553,-27863782,13754540,19607201,-5852661,-29.849548642868506,11576720
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,22197383,0,18857540,11576720,41935679,-8081186,-9114279,24740214,-9382136,-10654916,21585024,1547972,4160552,5116815,6052769,15330136,-6342116,-2363113,-19158553,-27863782,13754540,19607201,-5852661,-29.849548642868506,11576720
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,22197383,0,18857540,11576720,41935679,-8081186,-9114279,24740214,-9382136,-10654916,21585024,1547972,4160552,5116815,6052769,15330136,-6342116,-2363113,-19158553,-27863782,13754540,19607201,-5852661,-29.849548642868506,11576720
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,22197383,0,18857540,11576720,41935679,-8081186,-9114279,24740214,-9382136,-10654916,21585024,1547972,4160552,5116815,6052769,15330136,-6342116,-2363113,-19158553,-27863782,13754540,19607201,-5852661,-29.849548642868506,11576720
