Limpopo: Mookgopong(LIM364) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Revenue (excl. capital transfers and contributions),,113002795,0,124683400,126929300,0,8167448,7486110,15653558,8063858,14618802,5508582,28191242,6449003,7711393,38448792,52609188,0,0,10364843,10364843,106818831,124683412,-17864581,-14.327953264544927,126929300
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,47897880,0,46409778,43184510,0,3881388,4278471,8159859,3909317,8328512,4028559,16266388,5045743,5721000,6390642,17157385,0,0,8664166,8664166,50247798,46409784,3838014,8.27,43184510
Remuneration of councillors,,3148355,0,3345805,3345805,0,125635,265552,391187,262524,251007,267651,781182,313120,357739,404447,1075306,0,0,551074,551074,2798749,3345804,-547055,-16.35,3345805
Debt impairment,,67732,0,1300000,3300000,0,108333,108333,216666,108333,108333,108333,324999,108333,108333,383333,599999,0,0,383333,383333,1524997,1300000,224997,17.31,3300000
Depreciation and asset impairment,,25959074,0,16544000,16544000,0,1378250,1378667,2756917,1378667,1378667,1375334,4132668,1396167,1417001,2688166,5501334,0,0,2750666,2750666,15141585,16544004,-1402419,-8.48,16544000
Finance charges,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Bulk purchases,,35095115,0,37996000,37956000,0,77222,7701153,7778375,1699195,0,3242769,4941964,3651345,4094919,4507190,12253454,0,0,6013554,6013554,30987347,37996000,-7008653,-18.45,37956000
Other Materials,,5296986,0,7347000,1185600,0,325525,471459,796984,377934,1117834,227,1495995,610780,729231,178225,1518236,0,0,293,293,3811508,7347000,-3535492,-48.12,1185600
Contracted services,,6942278,0,5867892,7453892,0,588063,889543,1477606,271829,646571,442119,1360519,498604,599891,744201,1842696,0,0,1196109,1196109,5876930,5867892,9038,0.15,7453892
Transfers and grants,,0,0,0,0,0,0,0,0,0,-132770,0,-132770,0,0,0,0,0,0,0,0,-132770,,-132770,0,0
Other expenditure,,20820617,0,17118000,33475948,0,1206623,1558218,2764841,1057970,1435287,1683127,4176384,1691300,2020567,3002051,6713918,0,0,3981271,3981271,17636414,17118000,518414,3.03,33475948
Loss on disposal of PPE,,1253628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,146481665,0,135928475,146445755,0,7691039,16651396,24342435,9065769,13133441,11148119,33347329,13315392,15048681,18298255,46662328,0,0,23540466,23540466,127892558,135928484,-8035926,-5.911877896026561,146445755
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-33478870,0,-11245075,-19516455,0,476409,-9165286,-8688877,-1001911,1485361,-5639537,-5156087,-6866389,-7337288,20150537,5946860,0,0,-13175623,-13175623,-21073727,-11245072,-9828655,87.404109106638,-19516455
Transfers recognised - capital,,11061362,0,14985000,0,0,903557,313949,1217506,324294,1016619,2239331,3580244,857803,1639736,0,2497539,0,0,0,0,7295289,14985300,-7690011,-51.32,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-22417508,0,3739925,-19516455,0,1379966,-8851337,-7471371,-677617,2501980,-3400206,-1575843,-6008586,-5697552,20150537,8444399,0,0,-13175623,-13175623,-13778438,3740228,-17518666,-468.384975461389,-19516455
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-22417508,0,3739925,-19516455,0,1379966,-8851337,-7471371,-677617,2501980,-3400206,-1575843,-6008586,-5697552,20150537,8444399,0,0,-13175623,-13175623,-13778438,3740228,-17518666,-468.384975461389,-19516455
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-22417508,0,3739925,-19516455,0,1379966,-8851337,-7471371,-677617,2501980,-3400206,-1575843,-6008586,-5697552,20150537,8444399,0,0,-13175623,-13175623,-13778438,3740228,-17518666,-468.384975461389,-19516455
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-22417508,0,3739925,-19516455,0,1379966,-8851337,-7471371,-677617,2501980,-3400206,-1575843,-6008586,-5697552,20150537,8444399,0,0,-13175623,-13175623,-13778438,3740228,-17518666,-468.384975461389,-19516455
