Mpumalanga: Thaba Chweu(MP321) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Finance charges,,23681158,0,600000,27005284,3112364,2518095,98799,5729258,5370963,2742703,2935876,11049542,2902423,15692,5874424,8792539,1968,3504330,3563352,7069650,32640989,600000,32040989,5340.16,27005284
Bulk purchases,,115401687,0,172896000,151556129,14949897,13528316,238000,28716213,15082441,8178759,7849830,31111030,7974692,1136158,16132077,25242927,0,8953484,15663548,24617032,109687202,172896000,-63208798,-36.56,151556129
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,48324536,0,47292507,38937811,2944669,1708527,5445239,10098435,3246159,2426719,1677077,7349955,2259795,2301742,4775992,9337529,1691310,4386538,7178566,13256414,40042333,47292507,-7250174,-15.33,38937811
Transfers and grants,,0,0,0,8128995,524679,407603,2054489,2986771,421353,996564,416767,1834684,578306,539170,782226,1899702,560135,473194,480168,1513497,8234654,,8234654,0,8128995
Other expenditure,,70751106,0,51306632,66311066,5258054,5497002,5223687,15978743,9894004,12542234,4606911,27043149,4680441,3658190,7481631,15820262,5484521,2141842,8303165,15929528,74771682,51307084,23464598,45.73,66311066
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,437769401,0,427790535,455941910,36219405,33210974,23013557,92443936,44016337,36834284,27394208,108244829,28124803,17462742,45038224,90625769,73596596,31402041,47923252,152921889,444236423,427790412,16446011,3.844408509090194,455941910
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-121492039,0,-45432404,-34272448,69821960,28033117,-3608327,94246750,-27323617,10115547,-11725961,-28934031,-12690914,-1032826,-3271051,-16994791,-56095930,-4605539,-13407309,-74108778,-25790850,-45432280,19641430,-43.23232292105965,-34272448
Transfers recognised - capital,,55421999,0,46004000,45004000,0,25755,0,25755,0,0,0,0,0,0,0,0,1500,497000,0,498500,524255,46004000,-45479745,-98.86,45004000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-66070040,0,571596,10731552,69821960,28058872,-3608327,94272505,-27323617,10115547,-11725961,-28934031,-12690914,-1032826,-3271051,-16994791,-56094430,-4108539,-13407309,-73610278,-25266595,571720,-25838315,-4519.40023088225,10731552
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-66070040,0,571596,10731552,69821960,28058872,-3608327,94272505,-27323617,10115547,-11725961,-28934031,-12690914,-1032826,-3271051,-16994791,-56094430,-4108539,-13407309,-73610278,-25266595,571720,-25838315,-4519.40023088225,10731552
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-66070040,0,571596,10731552,69821960,28058872,-3608327,94272505,-27323617,10115547,-11725961,-28934031,-12690914,-1032826,-3271051,-16994791,-56094430,-4108539,-13407309,-73610278,-25266595,571720,-25838315,-4519.40023088225,10731552
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-66070040,0,571596,10731552,69821960,28058872,-3608327,94272505,-27323617,10115547,-11725961,-28934031,-12690914,-1032826,-3271051,-16994791,-56094430,-4108539,-13407309,-73610278,-25266595,571720,-25838315,-4519.40023088225,10731552
