Mpumalanga: Emalahleni (Mp)(MP312) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,51237234,0,0,48814505,5898015,5365296,5566545,16829856,5860715,5984428,6101713,17946856,6374223,6524950,4134119,17033292,7231423,7320076,14264949,28816448,80626452,48814500,31811952,65.17,48814505
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,3150968,0,4385251,5044608,182396,379638,154200,716234,277309,118319,47583,443211,199275,133753,501615,834643,162884,1861942,419448,2444274,4438362,4385251,53111,1.21,5044608
Licences and permits,,2424131,0,2417685,2417685,68767,324981,153323,547071,288017,110542,9797,408356,421551,173389,327671,922611,141298,246259,238568,626125,2504163,2417688,86475,3.58,2417685
Agency services,,19482136,0,22480782,22480782,147669,2135824,3330458,5613951,484377,157663,-107098,534942,880763,4413651,570635,5865049,3159005,433678,3331062,6923745,18937687,22480788,-3543101,-15.76,22480782
Transfers recognised - operational,,187802347,0,219579424,211767000,72735000,0,0,72735000,0,0,50874060,50874060,1237500,0,696900,1934400,368773,1400,67677789,68047962,193591422,219579427,-25988005,-11.84,211767000
Other own revenue,,10087373,0,57327244,10519697,1376880,568785,3535336,5481001,1017748,4196635,706298,5920681,1298098,7152,1160597,2465847,12162,10310025,-7081366,3240821,17108350,8512285,8596065,100.98,10519697
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,1660797569,0,1921544589,1887658995,211493661,171466882,103495544,486456087,136090505,139305329,180960393,456356227,133133326,126749478,130200487,390083291,136609434,153047869,250700022,540357325,1873252930,1921542956,-48290026,-2.51308594737447,1887658995
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,378502178,0,485267647,473289010,35435464,35998888,39547961,110982313,34229093,40488861,39885901,114603855,39514065,38375003,42992527,120881595,39060324,40142609,39996025,119198958,465666721,485267647,-19600926,-4.04,473289010
Remuneration of councillors,,18987974,0,19143536,19381157,1576191,1574525,1574525,4725241,1575965,1575695,1575695,4727355,1573578,1573064,1573064,4719706,2564579,1679159,1669993,5913731,20086033,19143540,942493,4.92,19381157
Debt impairment,,115843379,0,213520030,137427648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213520034,-213520034,-100,137427648
Depreciation and asset impairment,,127549467,0,165000000,165000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000000,-165000000,-100,165000000
Finance charges,,15332301,0,12919926,16130161,0,0,282598,282598,0,0,7919430,7919430,210276,0,253034,463310,0,0,7467229,7467229,16132567,12919925,3212642,24.87,16130161
Bulk purchases,,719281041,0,738297072,714289222,31941093,56956500,57653943,146551536,27382704,31692026,29314613,88389343,52323326,58065171,30958167,141346664,34503686,58423700,184610398,277537784,653825327,738297072,-84471745,-11.44,714289222
Other Materials,,95047845,0,85918816,107781035,6427725,8749099,10918950,26095774,10609587,10763713,7330947,28704247,7160800,9058662,7098563,23318025,8168588,8286863,7374196,23829647,101947693,85917816,16029877,18.66,107781035
Contracted services,,39986203,0,17104938,83571994,4764405,5034008,5157541,14955954,10797348,13146436,13312075,37255859,5122896,3747306,6138763,15008965,4926244,3505866,4808018,13240128,80460906,17104937,63355969,370.4,83571994
Transfers and grants,,16145061,0,34547552,21857748,1643095,1900906,1856697,5400698,1840637,1643086,2338113,5821836,1639467,1682340,2176744,5498551,1813916,1648729,3375610,6838255,23559340,34547556,-10988216,-31.81,21857748
Other expenditure,,218993618,0,149824877,156710134,8294727,17289513,16758374,42342614,13587823,12971307,12880470,39439600,8805559,11904265,19795645,40505469,10548307,13550847,10077923,34177077,156464760,149823989,6640771,4.43,156710134
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,1745669067,0,1921544394,1895438109,90082700,127503439,133750589,351336728,100023157,112281124,114557244,326861525,116349967,124405811,110986507,351742285,101585644,127237773,259379392,488202809,1518143347,1921542516,-403399169,-20.993507332834888,1895438109
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-84871498,0,195,-7779114,121410961,43963443,-30255045,135119359,36067348,27024205,66403149,129494702,16783359,2343667,19213980,38341006,35023790,25810096,-8679370,52154516,355109583,440,355109143,80706623.4090909,-7779114
Transfers recognised - capital,,187249844,0,159915998,165637441,0,1600000,140000,1740000,326432,1309200,45000,1680632,-403261,0,47160,-356101,45000,0,5000,50000,3114531,159915998,-156801467,-98.05,165637441
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,102378346,0,159916193,157858327,121410961,45563443,-30115045,136859359,36393780,28333405,66448149,131175334,16380098,2343667,19261140,37984905,35068790,25810096,-8674370,52204516,358224114,159916438,198307676,124.00706173808098,157858327
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,102378346,0,159916193,157858327,121410961,45563443,-30115045,136859359,36393780,28333405,66448149,131175334,16380098,2343667,19261140,37984905,35068790,25810096,-8674370,52204516,358224114,159916438,198307676,124.00706173808098,157858327
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,102378346,0,159916193,157858327,121410961,45563443,-30115045,136859359,36393780,28333405,66448149,131175334,16380098,2343667,19261140,37984905,35068790,25810096,-8674370,52204516,358224114,159916438,198307676,124.00706173808098,157858327
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,102378346,0,159916193,157858327,121410961,45563443,-30115045,136859359,36393780,28333405,66448149,131175334,16380098,2343667,19261140,37984905,35068790,25810096,-8674370,52204516,358224114,159916438,198307676,124.00706173808098,157858327
