North West: City Of Matlosana(NW403) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Remuneration of councillors,,20850463,0,21314479,20401210,1691812,1691812,1691812,5075436,1691812,1691812,1730480,5114104,1711146,1691812,1691812,5094770,1718205,1718205,1737539,5173949,20458259,21314479,-856220,-4.02,20401210
Debt impairment,,221979362,0,123779092,299900000,0,0,0,0,0,123779000,82523459,206302459,82523459,82523459,82523459,247570377,82523459,82523459,-319919755,-154872837,298999999,123779092,175220907,141.56,299900000
Depreciation and asset impairment,,436672171,0,439206526,458489700,0,0,0,0,0,0,229244848,229244848,38207474,0,0,38207474,114622423,0,0,114622423,382074745,439206526,-57131781,-13.01,458489700
Finance charges,,34223742,0,12533679,12926980,276489,275458,2848538,3400485,273290,263449,2534146,3070885,270005,243118,2519193,3032316,0,523161,2335771,2858932,12362618,12533679,-171061,-1.36,12926980
Bulk purchases,,646684366,0,605600267,653260383,25131204,54812230,44048928,123992362,34131424,36410017,73915148,144456589,35964913,69901051,54555782,160421746,42121251,58898672,120557233,221577156,650447853,605600130,44847723,7.41,653260383
Other Materials,,0,0,98919123,90000000,609009,3546143,3094910,7250062,8028120,6479333,7102152,21609605,1940275,5275305,4947688,12163268,4680891,8657213,13864707,27202811,68225746,98919123,-30693377,-31.03,90000000
Contracted services,,98654756,0,87797968,48450460,1383737,1445348,1578213,4407298,2945201,1822510,5016354,9784065,5465807,4327372,2064372,11857551,33146,3195283,1697046,4925475,30974389,87797968,-56823579,-64.72,48450460
Transfers and grants,,0,0,4847000,4847000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4847000,-4847000,-100,4847000
Other expenditure,,248185989,0,257065400,531937551,7928297,24535269,15868350,48331916,18965561,20028272,19986990,58980823,17265761,-1328756,18563643,34500648,7619687,133704458,-14756163,126567982,268381369,257064653,11316716,4.4,531937551
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,2163258925,0,2119885100,2582084576,73732621,123027204,106361385,303121210,103300428,228086088,458757733,790144249,222743446,198177559,204420302,625341307,288853231,325980658,-158052340,456781549,2175388315,2119884700,55503615,2.618237444706309,2582084576
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-462186368,0,-104779710,-463563576,166218343,8769431,20103743,195091517,28765094,-35984793,-329834822,-337054521,-99534920,-65087624,-72089351,-236711895,-157070845,-49101036,303323644,97151763,-281523136,-104779619,-176743517,168.68119839221788,-463563576
Transfers recognised - capital,,122716284,0,114855834,115595660,15792000,0,8405000,24197000,600000,37409000,0,38009000,0,2026000,41199000,43225000,0,0,0,0,105431000,114856000,-9425000,-8.21,115595660
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-339470084,0,10076124,-347967916,182010343,8769431,28508743,219288517,29365094,1424207,-329834822,-299045521,-99534920,-63061624,-30890351,-193486895,-157070845,-49101036,303323644,97151763,-176092136,10076381,-186168517,-1847.5732209808264,-347967916
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-339470084,0,10076124,-347967916,182010343,8769431,28508743,219288517,29365094,1424207,-329834822,-299045521,-99534920,-63061624,-30890351,-193486895,-157070845,-49101036,303323644,97151763,-176092136,10076381,-186168517,-1847.5732209808264,-347967916
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-339470084,0,10076124,-347967916,182010343,8769431,28508743,219288517,29365094,1424207,-329834822,-299045521,-99534920,-63061624,-30890351,-193486895,-157070845,-49101036,303323644,97151763,-176092136,10076381,-186168517,-1847.5732209808264,-347967916
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-339470084,0,10076124,-347967916,182010343,8769431,28508743,219288517,29365094,1424207,-329834822,-299045521,-99534920,-63061624,-30890351,-193486895,-157070845,-49101036,303323644,97151763,-176092136,10076381,-186168517,-1847.5732209808264,-347967916
