Eastern Cape: Camdeboo(EC101) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Total Expenditure,,198994652,0,223033917,240334208,16475171,15618372,15205982,47299525,14060521,16524385,15713971,46298877,13223620,14687181,41890318,69801119,15681524,16823602,20907443,53412569,216812090,218298745,-1486655,-0.6810185738814027,240334208
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-3083481,0,4228874,-5930446,48402654,-4489804,-6377872,37534978,-3715128,-4436128,7333556,-817700,-3052180,-4082978,-11417932,-18553090,-6415865,-4047276,-12636500,-23099641,-4935453,8964046,-13899499,-155.0583185316095,-5930446
Transfers recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5544,5544,-100,0
Contributed assets,,0,0,0,5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5544
Surplus/(Deficit) after capital transfers and contributions,,-3083481,0,4228874,-5924902,48402654,-4489804,-6377872,37534978,-3715128,-4436128,7333556,-817700,-3052180,-4082978,-11417932,-18553090,-6415865,-4047276,-12636500,-23099641,-4935453,8958502,-13893955,-155.09239156278582,-5924902
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-3083481,0,4228874,-5924902,48402654,-4489804,-6377872,37534978,-3715128,-4436128,7333556,-817700,-3052180,-4082978,-11417932,-18553090,-6415865,-4047276,-12636500,-23099641,-4935453,8958502,-13893955,-155.09239156278582,-5924902
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-3083481,0,4228874,-5924902,48402654,-4489804,-6377872,37534978,-3715128,-4436128,7333556,-817700,-3052180,-4082978,-11417932,-18553090,-6415865,-4047276,-12636500,-23099641,-4935453,8958502,-13893955,-155.09239156278582,-5924902
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-3083481,0,4228874,-5924902,48402654,-4489804,-6377872,37534978,-3715128,-4436128,7333556,-817700,-3052180,-4082978,-11417932,-18553090,-6415865,-4047276,-12636500,-23099641,-4935453,8958502,-13893955,-155.09239156278582,-5924902
