Eastern Cape: Mhlontlo(EC156) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Employee related costs,,60980840,0,72378856,72378856,5083804,5082935,5225203,15391942,5247933,5423695,5400081,16071709,5454547,1398706,5586644,12439897,5463393,5437732,0,10901125,54804673,72378852,-17574179,-24.28,72378856
Remuneration of councillors,,13630791,0,21981986,21981986,1713135,1715155,1214195,4642485,1732042,1729331,1699065,5160438,1699105,1695045,1687935,5082085,2915168,1769258,0,4684426,19569434,21981988,-2412554,-10.98,21981986
Debt impairment,,1719939,0,800000,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,-800000,-100,800000
Depreciation and asset impairment,,15779890,0,6369987,6369987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6369987,-6369987,-100,6369987
Finance charges,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Bulk purchases,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,2788135,0,9523220,9523220,0,0,0,0,1126268,1599487,1289181,4014936,187549,1179572,3249,1370370,637944,222327,0,860271,6245577,9523220,-3277643,-34.42,9523220
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,87460893,0,37063685,37063685,12844921,5785635,4751081,23381637,2198861,2366110,2009199,6574170,4196101,1067440,1093562,6357103,2130496,3430901,0,5561397,41874307,37063685,4810622,12.98,37063685
Loss on disposal of PPE,,161053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,182521541,0,148117734,148117734,19641860,12583725,11190479,43416064,10305104,11118623,10397526,31821253,11537302,5340763,8371390,25249455,11147001,10860218,0,22007219,122493991,148117732,-25623741,-17.29957693384071,148117734
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-42185644,0,14045774,14045774,35274727,-10749039,-10565013,13960675,-8719049,33564247,-8547423,16297775,-10826640,-3592106,27153890,12735144,-9983827,-10538057,0,-20521884,22471710,14045779,8425931,59.98906148245676,14045774
Transfers recognised - capital,,33289835,0,40675000,40675000,0,0,0,0,661239,6105229,8222748,14989216,1807907,2307020,0,4114927,2161465,0,0,2161465,21265608,40675001,-19409393,-47.72,40675000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-8895809,0,54720774,54720774,35274727,-10749039,-10565013,13960675,-8057810,39669476,-324675,31286991,-9018733,-1285086,27153890,16850071,-7822362,-10538057,0,-18360419,43737318,54720780,-10983462,-20.071830116456674,54720774
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-8895809,0,54720774,54720774,35274727,-10749039,-10565013,13960675,-8057810,39669476,-324675,31286991,-9018733,-1285086,27153890,16850071,-7822362,-10538057,0,-18360419,43737318,54720780,-10983462,-20.071830116456674,54720774
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-8895809,0,54720774,54720774,35274727,-10749039,-10565013,13960675,-8057810,39669476,-324675,31286991,-9018733,-1285086,27153890,16850071,-7822362,-10538057,0,-18360419,43737318,54720780,-10983462,-20.071830116456674,54720774
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-8895809,0,54720774,54720774,35274727,-10749039,-10565013,13960675,-8057810,39669476,-324675,31286991,-9018733,-1285086,27153890,16850071,-7822362,-10538057,0,-18360419,43737318,54720780,-10983462,-20.071830116456674,54720774
