Western Cape: Matzikama(WC011) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Licences and permits,,1066966,0,1680650,1681570,147607,146082,176306,469995,168647,164665,117236,450548,169845,139384,171028,480257,127627,141849,142194,411670,1812470,1680650,131820,7.84,1681570
Agency services,,2073785,0,2000000,2200000,592234,412556,-148997,855793,152246,554686,4326,711258,176021,-20697,402353,557677,504583,-348424,135883,292042,2416770,2000004,416766,20.84,2200000
Transfers recognised - operational,,44999600,0,56870000,50326847,15802000,0,0,15802000,0,0,10681000,10681000,0,0,10859000,10859000,0,0,0,0,37342000,56870001,-19528001,-34.34,50326847
Other own revenue,,5846167,0,2308865,2790021,81652,291215,132266,505133,241411,180661,192288,614360,21889,181978,145394,349261,140950,117253,287959,546162,2014916,2308862,-293946,-12.73,2790021
Gains on disposal of PPE,,959697,0,7500000,7500000,4386,0,2632,7018,0,0,3509,3509,0,266760,1754,268514,0,31316,-8890,22426,301467,7500000,-7198533,-95.98,7500000
Total Revenue (excl. capital transfers and contributions),,199854449,0,227768004,233320360,35103840,14560477,12641962,62306279,14496082,14487885,18901958,47885925,20203304,15471674,25509640,61184618,15733983,12347989,12922671,41004643,212381465,227768035,-15386570,-6.755368460723648,233320360
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,74310559,0,81979770,83129888,5558822,5915627,5971725,17446174,5970566,9704412,6310526,21985504,6314225,6727594,5946905,18988724,6095249,6632026,6389774,19117049,77537451,81979771,-4442320,-5.42,83129888
Remuneration of councillors,,5301393,0,5756447,5756447,405991,405991,416650,1228632,406655,410560,410560,1227775,409809,409809,409809,1229427,642872,394455,392062,1429389,5115223,5756447,-641224,-11.14,5756447
Debt impairment,,5149364,0,6000000,12660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,-6000000,-100,12660000
Depreciation and asset impairment,,11520590,0,13071682,11771682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13071681,-13071681,-100,11771682
Finance charges,,7663071,0,7381800,7936800,0,0,0,0,0,0,0,0,1950162,0,0,1950162,0,0,1817183,1817183,3767345,7381798,-3614453,-48.96,7936800
Bulk purchases,,66828936,0,69964818,72664818,5694950,8015588,7398228,21108766,5487991,6761284,5382189,17631464,5442419,4604545,6099396,16146360,5449742,4699289,6207683,16356714,71243304,69964816,1278488,1.83,72664818
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,2310526,0,110000,110000,0,0,0,0,0,0,0,0,0,4565,0,4565,0,0,0,0,4565,110004,-105439,-95.85,110000
Transfers and grants,,880051,0,936520,936520,0,224508,0,224508,4123,240384,11353,255860,37251,-22700,205271,219822,7613,218759,0,226372,926562,936524,-9962,-1.06,936520
Other expenditure,,27672575,0,41556013,39346738,3222659,2221547,2220290,7664496,2849639,2437711,3804811,9092161,3643111,2264100,2727165,8634376,1824279,3296335,1753223,6873837,32264870,41556011,-9291141,-22.36,39346738
Loss on disposal of PPE,,607916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,202244981,0,226757050,234312893,14882422,16783261,16006893,47672576,14718974,19554351,15919439,50192764,17796977,13987913,15388546,47173436,14019755,15240864,16559925,45820544,190859320,226757052,-35897732,-15.830921986055808,234312893
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-2390532,0,1010954,-992533,20221418,-2222784,-3364931,14633703,-222892,-5066466,2982519,-2306839,2406327,1483761,10121094,14011182,1714228,-2892875,-3637254,-4815901,21522145,1010983,20511162,2028.8335214340893,-992533
Transfers recognised - capital,,27593336,0,23853000,26861165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23853000,-23853000,-100,26861165
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,25202804,0,24863954,25868632,20221418,-2222784,-3364931,14633703,-222892,-5066466,2982519,-2306839,2406327,1483761,10121094,14011182,1714228,-2892875,-3637254,-4815901,21522145,24863983,-3341838,-13.4404773362337,25868632
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,25202804,0,24863954,25868632,20221418,-2222784,-3364931,14633703,-222892,-5066466,2982519,-2306839,2406327,1483761,10121094,14011182,1714228,-2892875,-3637254,-4815901,21522145,24863983,-3341838,-13.4404773362337,25868632
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,25202804,0,24863954,25868632,20221418,-2222784,-3364931,14633703,-222892,-5066466,2982519,-2306839,2406327,1483761,10121094,14011182,1714228,-2892875,-3637254,-4815901,21522145,24863983,-3341838,-13.4404773362337,25868632
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,25202804,0,24863954,25868632,20221418,-2222784,-3364931,14633703,-222892,-5066466,2982519,-2306839,2406327,1483761,10121094,14011182,1714228,-2892875,-3637254,-4815901,21522145,24863983,-3341838,-13.4404773362337,25868632
