North West: Ditsobotla(NW384) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,349378,0,10000000,3000000,481883,161682,461556,1105121,277467,280799,282576,840842,294656,300673,310556,905885,356686,366919,336485,1060090,3911938,10000000,-6088062,-60.88,3000000
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,428861,0,563216,312000,59700,3700,3750,67150,78168,8900,1850,88918,380,4500,1950,6830,13826,2250,5634,21710,184608,563216,-378608,-67.22,312000
Licences and permits,,1669688,0,3000000,3000000,178009,255691,252472,686172,256093,251502,110192,617787,232170,240731,214618,687519,234833,151876,312978,699687,2691165,3000000,-308835,-10.29,3000000
Agency services,,4234886,0,3500000,3500000,448916,516538,427631,1393085,490554,285376,128520,904450,261720,214593,376330,852643,503701,279265,370068,1153034,4303212,3500000,803212,22.95,3500000
Transfers recognised - operational,,93729542,0,94706677,94707000,0,44410948,0,44410948,0,0,0,0,0,0,0,0,0,0,0,0,44410948,94707000,-50296052,-53.11,94707000
Other own revenue,,7201011,0,4644685,2644000,80656,106848,79859,267363,214702,173233,46861,434796,94121,45514,115166,254801,73416,55900,94594,223910,1180870,4644363,-3463493,-74.57,2644000
Gains on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Revenue (excl. capital transfers and contributions),,296197543,0,345239153,335988000,18043405,99531765,17524921,135100091,17008791,14942348,11587389,43538528,14033858,15020069,15302810,44356737,14416840,14870232,18170851,47457923,270453279,345239154,-74785875,-21.662049084965606,335988000
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,138408873,0,145252976,145252976,12861708,11263755,13096973,37222436,11216216,11868843,11344811,34429870,11685589,11872048,11568293,35125930,10750512,10986340,7781642,29518494,136296730,145252589,-8955859,-6.17,145252976
Remuneration of councillors,,5039740,0,12910059,12910059,903375,903376,903375,2710126,903375,903375,903375,2710125,903375,903375,903375,2710125,903375,903376,934571,2741322,10871698,12910059,-2038361,-15.79,12910059
Debt impairment,,0,0,17272731,17272731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17272731,-17272731,-100,17272731
Depreciation and asset impairment,,32531004,0,10000000,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,-10000000,-100,10000000
Finance charges,,0,0,0,0,391399,0,0,391399,0,0,0,0,0,0,0,0,0,0,0,0,391399,,391399,0,0
Bulk purchases,,107139208,0,99000000,99000000,184569,13093919,1617279,14895767,70853,6482134,7330697,13883684,12832940,12700815,6127210,31660965,5828558,17041348,9774998,32644904,93085320,99000000,-5914680,-5.97,99000000
Other Materials,,6830232,0,14759349,14759349,40119,436120,169010,645249,468227,378609,583089,1429925,556992,208099,245852,1010943,435380,263551,1526242,2225173,5311290,14759349,-9448059,-64.01,14759349
Contracted services,,12940482,0,12354038,12354038,141735,1312008,1640844,3094587,1381374,1615534,1316227,4313135,674638,158751,755924,1589313,1376578,355630,9375862,11108070,20105105,12354038,7751067,62.74,12354038
Transfers and grants,,-10494438,0,0,0,111303,360769,452536,924608,442328,601437,1389983,2433748,465687,436048,448617,1350352,518387,692675,6455757,7666819,12375527,,12375527,0,0
Other expenditure,,50347878,0,33690000,24438847,597213,1458830,1459826,3515869,1146218,2900394,1680570,5727182,1394316,1914786,1222351,4531453,488790,1904465,2129090,4522345,18296849,33690387,-15393538,-45.69,24438847
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,342742979,0,345239153,335988000,15231421,28828777,19339843,63400041,15628591,24750326,24548752,64927669,28513537,28193922,21271622,77979081,20301580,32147385,37978162,90427127,296733918,345239153,-48505235,-14.049749160403021,335988000
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-46545436,0,0,0,2811984,70702988,-1814922,71700050,1380200,-9807978,-12961363,-21389141,-14479679,-13173853,-5968812,-33622344,-5884740,-17277153,-19807311,-42969204,-26280639,0,-26280640,0,0
Transfers recognised - capital,,0,0,0,0,0,472000,0,472000,0,0,0,0,0,0,0,0,0,0,18604000,18604000,19076000,,19076000,0,0
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-46545436,0,0,0,2811984,71174988,-1814922,72172050,1380200,-9807978,-12961363,-21389141,-14479679,-13173853,-5968812,-33622344,-5884740,-17277153,-1203311,-24365204,-7204639,0,-7204640,0,0
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-46545436,0,0,0,2811984,71174988,-1814922,72172050,1380200,-9807978,-12961363,-21389141,-14479679,-13173853,-5968812,-33622344,-5884740,-17277153,-1203311,-24365204,-7204639,0,-7204640,0,0
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-46545436,0,0,0,2811984,71174988,-1814922,72172050,1380200,-9807978,-12961363,-21389141,-14479679,-13173853,-5968812,-33622344,-5884740,-17277153,-1203311,-24365204,-7204639,0,-7204640,0,0
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-46545436,0,0,0,2811984,71174988,-1814922,72172050,1380200,-9807978,-12961363,-21389141,-14479679,-13173853,-5968812,-33622344,-5884740,-17277153,-1203311,-24365204,-7204639,0,-7204640,0,0
