Eastern Cape: Port St Johns(EC154) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,36474860,0,49483599,49483599,0,2593573,3709887,6303460,3835810,3322839,3726109,10884758,2472385,2840088,0,5312473,3895077,4110202,0,8005279,30505970,49483598,-18977628,-38.35,49483599
Remuneration of councillors,,7859267,0,10252907,10252907,0,565902,674984,1240886,1000974,0,629053,1630027,523145,628313,0,1151458,637342,1020205,0,1657547,5679918,10252907,-4572989,-44.6,10252907
Debt impairment,,4997881,0,32308320,32308320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32308320,-32308320,-100,32308320
Depreciation and asset impairment,,28994220,0,10583760,10583760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10583760,-10583760,-100,10583760
Finance charges,,128,0,329160,329160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329160,-329160,-100,329160
Bulk purchases,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other Materials,,32350955,0,0,0,0,0,1588,1588,22985,0,0,22985,0,0,0,0,0,0,0,0,24573,,24573,0,0
Contracted services,,0,0,341653,341653,0,0,0,0,0,1477792,0,1477792,0,0,0,0,0,0,0,0,1477792,341653,1136139,332.54,341653
Transfers and grants,,3800000,0,3500000,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,-3500000,-100,3500000
Other expenditure,,2112648,0,78723040,78723040,0,3462038,4621830,8083868,5795606,2378749,7855122,16029477,4335043,2400515,0,6735558,7550835,3164703,0,10715538,41564441,78723040,-37158599,-47.2,78723040
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,116589959,0,185522439,185522439,0,6621513,9008289,15629802,10655375,7179380,12210284,30045039,7330573,5868916,0,13199489,12083254,8295110,0,20378364,79252694,185522438,-106269744,-57.281342971570915,185522439
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-17352839,0,-76764275,-76764275,36178810,29284188,-8742848,56720150,-9308545,18667488,-10639505,-1280562,-6731993,-5253731,0,-11985724,-11819922,-7362650,0,-19182572,24271292,-75044173,99315465,-132.342673694332,-76764275
Transfers recognised - capital,,32477196,0,31998000,31998000,10718000,12612000,0,23330000,0,0,0,0,0,0,0,0,0,0,0,0,23330000,31998000,-8668000,-27.09,31998000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,1300000,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,-1300000,-100,1300000
Surplus/(Deficit) after capital transfers and contributions,,15124357,0,-43466275,-43466275,46896810,41896188,-8742848,80050150,-9308545,18667488,-10639505,-1280562,-6731993,-5253731,0,-11985724,-11819922,-7362650,0,-19182572,47601292,-41746173,89347465,-214.0255227706741,-43466275
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,15124357,0,-43466275,-43466275,46896810,41896188,-8742848,80050150,-9308545,18667488,-10639505,-1280562,-6731993,-5253731,0,-11985724,-11819922,-7362650,0,-19182572,47601292,-41746173,89347465,-214.0255227706741,-43466275
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,15124357,0,-43466275,-43466275,46896810,41896188,-8742848,80050150,-9308545,18667488,-10639505,-1280562,-6731993,-5253731,0,-11985724,-11819922,-7362650,0,-19182572,47601292,-41746173,89347465,-214.0255227706741,-43466275
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,15124357,0,-43466275,-43466275,46896810,41896188,-8742848,80050150,-9308545,18667488,-10639505,-1280562,-6731993,-5253731,0,-11985724,-11819922,-7362650,0,-19182572,47601292,-41746173,89347465,-214.0255227706741,-43466275
