Kwazulu-Natal: Ingwe(KZN431) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Other Materials,,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,-2000000,-100,0
Contracted services,,1312827,0,4068400,4142000,90984,339178,858031,1288193,194374,186891,135219,516484,107386,109506,198925,415817,420301,207505,208532,836338,3056832,4068400,-1011568,-24.86,4142000
Transfers and grants,,0,0,1300000,700000,36846,55362,29353,121561,28822,37477,86386,152685,87692,84059,83773,255524,84671,84549,163668,332888,862658,1300000,-437342,-33.64,700000
Other expenditure,,40606677,0,30174598,36147000,1209365,2782443,3354791,7346599,3445427,3333822,2891450,9670699,1488000,1805294,1498133,4791427,4381728,2306731,7486421,14174880,35983605,30175410,5808195,19.25,36147000
Loss on disposal of PPE,,199255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,84611472,0,83569309,83713000,4732834,6662415,7620120,19015369,7025665,6987710,7785943,21799318,5061723,5516450,5803757,16381930,8540148,6026603,13079194,27645945,84842562,83570515,1272047,1.5221241606564229,83713000
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-10834203,0,-1929259,-1015000,26882531,-5841131,-6541509,14499891,-6026577,15639800,-6718131,2895092,-3640706,-4548858,13005505,4815941,-7483752,-4831408,-4162126,-16477286,5733638,-1930465,7664103,-397.0081301655301,-1015000
Transfers recognised - capital,,26306837,0,28647000,35172000,0,185115,2003084,2188199,2196646,3769838,4577975,10544459,191288,1524026,2130964,3846278,3029219,4140619,5573225,12743063,29321999,28647000,674999,2.36,35172000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,15472634,0,26717741,34157000,26882531,-5656016,-4538425,16688090,-3829931,19409638,-2140156,13439551,-3449418,-3024832,15136469,8662219,-4454533,-690789,1411099,-3734223,35055637,26716535,8339102,31.2132617496992,34157000
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,15472634,0,26717741,34157000,26882531,-5656016,-4538425,16688090,-3829931,19409638,-2140156,13439551,-3449418,-3024832,15136469,8662219,-4454533,-690789,1411099,-3734223,35055637,26716535,8339102,31.2132617496992,34157000
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,15472634,0,26717741,34157000,26882531,-5656016,-4538425,16688090,-3829931,19409638,-2140156,13439551,-3449418,-3024832,15136469,8662219,-4454533,-690789,1411099,-3734223,35055637,26716535,8339102,31.2132617496992,34157000
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,15472634,0,26717741,34157000,26882531,-5656016,-4538425,16688090,-3829931,19409638,-2140156,13439551,-3449418,-3024832,15136469,8662219,-4454533,-690789,1411099,-3734223,35055637,26716535,8339102,31.2132617496992,34157000
