Eastern Cape: Maletswai(EC143) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Bulk purchases,,45015920,0,45600000,46417320,1425452,6534087,5327994,13287533,3276562,3368700,3183032,9828294,3125900,3329824,3011067,9466791,3186758,3231704,3987481,10405943,42988561,45600000,-2611439,-5.73,46417320
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers and grants,,0,0,0,0,29888,31027,30619,91534,0,0,66778,66778,0,0,0,0,0,0,0,0,158312,,158312,0,0
Other expenditure,,25416309,0,26639720,33683700,2054536,1871624,2361633,6287793,2340387,1975710,2291640,6607737,2124835,2364996,2138287,6628118,2262538,2656204,2383377,7302119,26825767,26639720,186047,0.7,33683700
Loss on disposal of PPE,,607510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,136584861,0,129729620,132161950,7015661,11904546,11378756,30298963,9152597,8937883,9177281,27267761,8869508,9404009,9044421,27317938,9263283,9569226,10034437,28866946,113751608,129729620,-15978012,-12.316394667617155,132161950
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-21383632,0,305000,-7339420,21949289,-6076348,-4540799,11332142,-2949548,4318914,-1950194,-580828,-3089841,-3247691,-6379629,-12717161,-3299324,-3163210,3509329,-2953205,-4919052,305000,-5224052,-1712.8039344262295,-7339420
Transfers recognised - capital,,10529115,0,10399290,15995970,0,0,603120,603120,0,0,2015158,2015158,0,0,215688,215688,839777,0,482585,1322362,4156328,10399290,-6242962,-60.03,15995970
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-10854517,0,10704290,8656550,21949289,-6076348,-3937679,11935262,-2949548,4318914,64964,1434330,-3089841,-3247691,-6163941,-12501473,-2459547,-3163210,3991914,-1630843,-762724,10704290,-11467014,-107.1254048610417,8656550
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-10854517,0,10704290,8656550,21949289,-6076348,-3937679,11935262,-2949548,4318914,64964,1434330,-3089841,-3247691,-6163941,-12501473,-2459547,-3163210,3991914,-1630843,-762724,10704290,-11467014,-107.1254048610417,8656550
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-10854517,0,10704290,8656550,21949289,-6076348,-3937679,11935262,-2949548,4318914,64964,1434330,-3089841,-3247691,-6163941,-12501473,-2459547,-3163210,3991914,-1630843,-762724,10704290,-11467014,-107.1254048610417,8656550
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-10854517,0,10704290,8656550,21949289,-6076348,-3937679,11935262,-2949548,4318914,64964,1434330,-3089841,-3247691,-6163941,-12501473,-2459547,-3163210,3991914,-1630843,-762724,10704290,-11467014,-107.1254048610417,8656550
