Eastern Cape: Gariep(EC144) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Transfers and grants,,1101377,0,8033928,8033928,3000,3000,0,6000,201717,188864,805007,1195588,204685,175397,873579,1253661,378101,153143,3240,534484,2989733,8033928,-5044195,-62.79,8033928
Other expenditure,,12976837,0,36881317,36881317,738295,1288453,869528,2896276,1154785,371332,287526,1813643,693738,678365,1812909,3185012,548258,426213,958590,1933061,9827992,36881317,-27053325,-73.35,36881317
Loss on disposal of PPE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Total Expenditure,,106013300,0,122120530,122120530,3985579,4206922,4160820,12353321,4818207,3458360,6882059,15158626,3764185,3887278,6574486,14225949,4638458,4016822,6166495,14821775,56559671,122120525,-65560854,-53.68536861432589,122120530
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-42686247,0,-18970795,-18970795,6596135,9847033,1004008,17447176,319745,6604080,2821030,9744855,4214801,-1509571,2604788,5310018,8332474,1387991,-501424,9219041,41721090,-18970824,60691914,-319.9223924063604,-18970795
Transfers recognised - capital,,17744185,0,10427000,10427000,0,5275000,0,5275000,0,0,4046000,4046000,0,0,0,0,0,0,0,0,9321000,10427199,-1106199,-10.61,10427000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,-24942062,0,-8543795,-8543795,6596135,15122033,1004008,22722176,319745,6604080,6867030,13790855,4214801,-1509571,2604788,5310018,8332474,1387991,-501424,9219041,51042090,-8543625,59585715,-697.428960189615,-8543795
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,-24942062,0,-8543795,-8543795,6596135,15122033,1004008,22722176,319745,6604080,6867030,13790855,4214801,-1509571,2604788,5310018,8332474,1387991,-501424,9219041,51042090,-8543625,59585715,-697.428960189615,-8543795
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,-24942062,0,-8543795,-8543795,6596135,15122033,1004008,22722176,319745,6604080,6867030,13790855,4214801,-1509571,2604788,5310018,8332474,1387991,-501424,9219041,51042090,-8543625,59585715,-697.428960189615,-8543795
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,-24942062,0,-8543795,-8543795,6596135,15122033,1004008,22722176,319745,6604080,6867030,13790855,4214801,-1509571,2604788,5310018,8332474,1387991,-501424,9219041,51042090,-8543625,59585715,-697.428960189615,-8543795
