Limpopo: Greater Giyani(LIM331) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Surplus/(Deficit),,-18319453,0,4871497,6894713,63450682,-7133769,-9237198,47079715,-8763311,47442170,-8453793,30225066,0,-7408339,37678586,30270247,-9365166,-10749878,-15014522,-35129566,72445462,4872179,67573283,1386.9211907033794,6894713
Transfers recognised - capital,,64626290,0,66046000,81028000,35678000,0,2500000,38178000,0,2500000,18901000,21401000,0,0,21449000,21449000,0,0,0,0,81028000,66046000,14982000,22.68,81028000
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,46306837,0,70917497,87922713,99128682,-7133769,-6737198,85257715,-8763311,49942170,10447207,51626066,0,-7408339,59127586,51719247,-9365166,-10749878,-15014522,-35129566,153473462,70918179,82555283,116.40919742172173,87922713
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,46306837,0,70917497,87922713,99128682,-7133769,-6737198,85257715,-8763311,49942170,10447207,51626066,0,-7408339,59127586,51719247,-9365166,-10749878,-15014522,-35129566,153473462,70918179,82555283,116.40919742172173,87922713
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,46306837,0,70917497,87922713,99128682,-7133769,-6737198,85257715,-8763311,49942170,10447207,51626066,0,-7408339,59127586,51719247,-9365166,-10749878,-15014522,-35129566,153473462,70918179,82555283,116.40919742172173,87922713
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,46306837,0,70917497,87922713,99128682,-7133769,-6737198,85257715,-8763311,49942170,10447207,51626066,0,-7408339,59127586,51719247,-9365166,-10749878,-15014522,-35129566,153473462,70918179,82555283,116.40919742172173,87922713
