Free State: Metsimaholo(FS204) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,18902985,0,18600000,15300000,2024117,2152418,2042451,6218986,1053224,947332,954504,2955060,891438,895016,965369,2751823,1000295,1073697,1091934,3165926,15091795,18600000,-3508205,-18.86,15300000
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,15854941,0,5022870,5022870,293957,218724,311616,824297,157746,160653,141687,460086,144607,153639,96951,395197,158225,184109,51911,394245,2073825,5022870,-2949045,-58.71,5022870
Licences and permits,,145594,0,171600,171600,12650,625,22550,35825,12225,11475,1800,25500,21585,13250,50,34885,11800,27155,5350,44305,140515,171600,-31085,-18.11,171600
Agency services,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Transfers recognised - operational,,104641636,0,118259250,116281950,0,44309761,3865125,48174886,255134,117715,38365954,38738803,753351,-845000,2152432,2060783,28190065,135525,125377,28450967,117425439,118259250,-833811,-0.71,116281950
Other own revenue,,10977542,0,4328940,14250940,1018819,595096,769569,2383484,746959,765899,698041,2210899,950794,735209,562660,2248663,701905,492104,3138187,4332196,11175242,4328000,6847242,158.21,14250940
Gains on disposal of PPE,,0,0,5000000,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548304,548304,548304,5000000,-4451696,-89.03,5000000
Total Revenue (excl. capital transfers and contributions),,682115826,0,828986180,829294880,58610309,92206901,63763337,214580547,53394882,51756222,84964116,190115220,50797069,48456571,46973165,146226805,82098523,56805017,67325313,206228853,757151425,828985640,-71834215,-8.665314757442601,829294880
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,188369517,0,207771240,196010260,13565103,12563457,12975991,39104551,13416340,11850906,12673083,37940329,14060810,11578077,17962579,43601466,18860169,17212380,17174362,53246911,173893257,207771240,-33877983,-16.31,196010260
Remuneration of councillors,,13152392,0,14685310,14685310,1086975,1108992,1108992,3304959,1130713,1130713,1130713,3392139,1130713,822093,1438473,3391279,1347201,1183545,1177144,3707890,13796267,14685310,-889043,-6.05,14685310
Debt impairment,,91918392,0,64300000,64300000,0,10716666,5358334,16075000,5358334,5358334,5358334,16075002,5358334,5358334,5358334,16075002,5358334,5358334,5358334,16075002,64300006,64300000,6,0,64300000
Depreciation and asset impairment,,32887028,0,62639720,50220920,0,0,0,0,0,0,0,0,0,38366926,4788775,43155701,4787188,4784829,4715277,14287294,57442995,62639720,-5196725,-8.3,50220920
Finance charges,,2647517,0,3034280,3861390,0,0,0,0,0,0,0,0,0,297302,347395,644697,255871,339330,506871,1102072,1746769,3034300,-1287531,-42.43,3861390
Bulk purchases,,255572719,0,318550350,318550350,0,31424620,13240048,44664668,24302142,23075448,26165526,73543116,23940412,38332649,19701183,81974244,20136629,16398251,10005888,46540768,246722796,318550350,-71827554,-22.55,318550350
Other Materials,,15181950,0,30685250,27232250,-14953,46570,793451,825068,1049881,1083938,2419832,4553651,1564158,1464042,2824833,5853033,1618539,1615915,5223855,8458309,19690061,30685250,-10995189,-35.83,27232250
Contracted services,,23971696,0,29660250,87645620,841200,1479511,2869728,5190439,3788350,305418,7546079,11639847,92026,47440865,2977950,50510841,1921010,427971,2926258,5275239,72616366,29660250,42956116,144.83,87645620
Transfers and grants,,32193226,0,40388230,31756980,0,0,0,0,0,0,0,0,0,1840639,2208888,4049527,1946636,1949474,1953222,5849332,9898859,40388920,-30490061,-75.49,31756980
Other expenditure,,63624605,0,96791600,84847270,481291,9784393,1162817,11428501,6787090,6560792,11119847,24467729,6716467,4458709,4947023,16122199,3178402,5268514,9185426,17632342,69650771,96790250,-27139479,-28.04,84847270
Loss on disposal of PPE,,6188721,0,0,0,5360,-5360,0,0,0,0,0,0,0,0,0,0,0,0,407320,407320,407320,,407320,0,0
Total Expenditure,,725707763,0,868506230,879110350,15964976,67118849,37509361,120593186,55832850,49365549,66413414,171611813,52862920,149959636,62555433,265377989,59409979,54538543,58633957,172582479,730165467,868505590,-138340123,-15.928524190615745,879110350
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,-43591937,0,-39520050,-49815470,42645333,25088052,26253976,93987361,-2437968,2390673,18550702,18503407,-2065851,-101503065,-15582268,-119151184,22688544,2266474,8691356,33646374,26985958,-39519950,66505908,-168.28439307235965,-49815470
Transfers recognised - capital,,83124268,0,60730750,52708050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60730750,-60730750,-100,52708050
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after capital transfers and contributions,,39532331,0,21210700,2892580,42645333,25088052,26253976,93987361,-2437968,2390673,18550702,18503407,-2065851,-101503065,-15582268,-119151184,22688544,2266474,8691356,33646374,26985958,21210800,5775158,27.22744073773738,2892580
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,39532331,0,21210700,2892580,42645333,25088052,26253976,93987361,-2437968,2390673,18550702,18503407,-2065851,-101503065,-15582268,-119151184,22688544,2266474,8691356,33646374,26985958,21210800,5775158,27.22744073773738,2892580
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,39532331,0,21210700,2892580,42645333,25088052,26253976,93987361,-2437968,2390673,18550702,18503407,-2065851,-101503065,-15582268,-119151184,22688544,2266474,8691356,33646374,26985958,21210800,5775158,27.22744073773738,2892580
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,39532331,0,21210700,2892580,42645333,25088052,26253976,93987361,-2437968,2390673,18550702,18503407,-2065851,-101503065,-15582268,-119151184,22688544,2266474,8691356,33646374,26985958,21210800,5775158,27.22744073773738,2892580
