Limpopo: Greater Letaba(LIM332) - Table C4 Quarterly Budget Statement - Financial Performance (revenue and expenditure) for 4th Quarter ended 30 June 2015 (Figures Finalised as at 2015/07/31),,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Ref,2013/14,2014/15,Budget year 2014/15,,,,,,,,,,,,,,,,,,,,,,
R thousands,1,Audited Outcome,Audited Outcome,Original Budget,Adjusted Budget,M01 July Actual,M02 Aug Actual,M03 Sept Actual,Q1 Sept Actual,M04 Oct Actual,M05 Nov Actual,M06 Dec Actual,Q2 Dec Actual,M07 Jan Actual,M08 Feb Actual,M09 Mar Actual,Q3 Mar Actual,M10 Apr Actual,M11 May Actual,M12 June Actual,Q4 June Actual,YTD Actual,YTD Budget,YTD Variance,YTD variance %,Full Year Forecast
Interest earned - outstanding debtors,,6120546,0,5607360,5607360,296885,574207,562415,1433507,588192,591780,483504,1663476,489274,637775,618085,1745134,624968,657589,637255,1919812,6761929,5607360,1154569,20.59,5607360
Dividends received,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Fines,,651871,0,336654,336654,8940,9445,5350,23735,1925,5880,10040,17845,4625,10150,16930,31705,10920,9000,19130,39050,112335,336442,-224107,-66.61,336654
Licences and permits,,2846216,0,5607360,5607360,505993,154963,244130,905086,220593,94254,280736,595583,215414,239734,273831,728979,-87173,233251,204636,350714,2580362,5607360,-3026998,-53.98,5607360
Agency services,,1573914,0,1738494,1738494,150069,161920,98693,410682,131260,214200,137454,482914,192577,107497,137113,437187,463574,121317,139643,724534,2055317,1738282,317035,18.24,1738494
Transfers recognised - operational,,149025709,0,171854000,172967513,272037,277990,272662,822689,311122,2225753,758100,3294975,241950,848627,181737,1272314,240388,968878,0,1209266,6599244,171854000,-165254756,-96.16,172967513
Other own revenue,,805621,0,64576206,16866898,259158,306075,504466,1069699,230652,261658,364131,856441,697100,331628,261267,1289995,324200,38156,190743,553099,3769234,16367541,-12598307,-76.97,16866898
Gains on disposal of PPE,,0,0,106200,106200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106200,-106200,-100,106200
Total Revenue (excl. capital transfers and contributions),,189190875,0,276686219,233318732,3707774,3758617,3839865,11306256,3828374,5348907,5278598,14455879,3661549,4186466,3419616,11267631,3065620,3319914,3731414,10116948,47146714,231805221,-184658507,-79.66106466601113,233318732
,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure By Type,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee related costs,,53969134,0,64346274,62283270,4780472,4519629,4729137,14029238,4492873,4521295,4565071,13579239,4533105,4675262,5224512,14432879,5142193,5035361,5104312,15281866,57323222,64346273,-7023051,-10.91,62283270
Remuneration of councillors,,15220576,0,16855524,16335524,1253546,1253546,1253547,3760639,1253547,1253547,1285683,3792777,1278965,1278965,1278965,3836895,1975676,1404224,1451070,4830970,16221281,16855524,-634243,-3.76,16335524
Debt impairment,,10659869,0,6010920,6010920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6011221,-6011221,-100,6010920
Depreciation and asset impairment,,13196630,0,10048950,16798524,0,0,0,0,0,0,0,0,0,0,0,0,0,4438847,0,4438847,4438847,10048950,-5610103,-55.83,16798524
Finance charges,,1345981,0,2107557,2107008,0,0,319425,319425,0,0,311067,311067,0,0,295818,295818,0,0,289955,289955,1216265,2107557,-891292,-42.29,2107008
Bulk purchases,,10325878,0,13484073,11483727,1217484,1254282,842730,3314496,734156,575351,495612,1805119,502663,517144,482750,1502557,497982,503273,852670,1853925,8476097,13484073,-5007976,-37.14,11483727
Other Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contracted services,,7765240,0,8884018,9244018,444631,434066,604050,1482747,1128993,616375,560665,2306033,570291,528429,503565,1602285,619856,544270,1180182,2344308,7735373,8884018,-1148645,-12.93,9244018
Transfers and grants,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Other expenditure,,39367883,0,42413432,34826863,2092264,3073388,2933674,8099326,2693061,2169574,4608312,9470947,2952367,5463754,3952588,12368709,6186500,7324110,6959418,20470028,50409010,42413132,7995878,18.85,34826863
Loss on disposal of PPE,,4864940,0,0,0,0,0,0,0,-227317,0,0,-227317,0,0,0,0,0,0,0,0,-227317,,-227317,0,0
Total Expenditure,,156716131,0,164150748,159089854,9788397,10534911,10682563,31005871,10075313,9136142,11826410,31037865,9837391,12463554,11738198,34039143,14422207,19250085,15837607,49509899,145592778,164150748,-18557970,-11.305443457376144,159089854
,,,,,,,,,,,,,,,,,,,,,,,,,,
Surplus/(Deficit),,32474744,0,112535471,74228878,-6080623,-6776294,-6842698,-19699615,-6246939,-3787235,-6547812,-16581986,-6175842,-8277088,-8318582,-22771512,-11356587,-15930171,-12106193,-39392951,-98446064,67654473,-166100537,-245.51301582084602,74228878
Transfers recognised - capital,,38984628,0,53440000,67756360,0,0,0,0,0,0,0,0,0,15299069,1667746,16966815,3940217,5889836,0,9830053,26796868,53440000,-26643132,-49.86,67756360
Contributions recognised - capital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Contributed assets,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44881000,-44881000,-100,0
Surplus/(Deficit) after capital transfers and contributions,,71459372,0,165975471,141985238,-6080623,-6776294,-6842698,-19699615,-6246939,-3787235,-6547812,-16581986,-6175842,7021981,-6650836,-5804697,-7416370,-10040335,-12106193,-29562898,-71649196,165975473,-237624669,-143.1685445475429,141985238
Taxation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) after taxation,,71459372,0,165975471,141985238,-6080623,-6776294,-6842698,-19699615,-6246939,-3787235,-6547812,-16581986,-6175842,7021981,-6650836,-5804697,-7416370,-10040335,-12106193,-29562898,-71649196,165975473,-237624669,-143.1685445475429,141985238
Attributable to minorities,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) attributable to municipality,,71459372,0,165975471,141985238,-6080623,-6776294,-6842698,-19699615,-6246939,-3787235,-6547812,-16581986,-6175842,7021981,-6650836,-5804697,-7416370,-10040335,-12106193,-29562898,-71649196,165975473,-237624669,-143.1685445475429,141985238
Share of surplus/ (deficit) of associate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Surplus/(Deficit) for the year,,71459372,0,165975471,141985238,-6080623,-6776294,-6842698,-19699615,-6246939,-3787235,-6547812,-16581986,-6175842,7021981,-6650836,-5804697,-7416370,-10040335,-12106193,-29562898,-71649196,165975473,-237624669,-143.1685445475429,141985238
